domain,file,true,prediction,C_horizons,Impr_C_horizons
zenotravel,p367,8,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p374,5,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p211,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p306,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p232,7,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p373,5,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p229,7,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p364,8,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p107,6,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p102,5,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p100,6,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p274,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p314,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p210,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p270,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p273,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p308,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p307,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p231,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p377,6,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p313,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p106,5,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p360,8,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p105,7,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p104,6,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p99,5,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p310,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p101,7,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p209,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p276,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p370,7,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p368,7,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p362,8,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p272,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p312,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p275,7,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p226,7,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p375,5,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p371,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p366,8,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p227,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p228,7,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p103,5,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p372,6,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p271,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p278,5,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p230,7,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p225,8,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p376,5,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p309,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p369,6,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p207,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p277,6,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p311,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p212,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
